X	A1: Sample 1	X	A2: Sample 2	X	A3: Sample 3	X	B1: Sample 25	X	B2: Sample 26	X	B3: Sample 27	X	C1: Sample 49	X	C2: Sample 50	X	C3: Sample 51	X	D1: Sample 73	X	D2: Sample 74	X	D3: Sample 75
21.17	187.167509445516	21.17	293.184955537485	21.17	245.133992940912	21.17	220.836965483336	21.17	213.06194827693	21.17	189.541890047139	21.17	328.032799786019	21.17	346.98870553426	21.17	337.420632023934	21.17	223.553989279242	21.17	214.465545689809	21.17	217.463379676853
21.25	186.885170647129	21.25	292.72728044819	21.25	244.97590807468	21.25	220.696165637543	21.25	212.781020500619	21.25	189.787172718133	21.25	327.18978128674	21.25	346.287965094378	21.25	337.158450683784	21.25	223.378669786217	21.25	214.273209942454	21.25	217.620389478645
21.4	186.293475842784	21.4	292.224617620002	21.4	244.244250060183	21.4	219.936155141173	21.4	212.341266088332	21.4	188.918073097128	21.4	326.483421871104	21.4	345.366591240295	21.4	335.979816504888	21.4	222.795743335755	21.4	213.974296954931	21.4	216.989532643086
21.55	186.117089903362	21.55	292.013471694423	21.55	243.945717193559	21.55	219.60185475256	21.55	211.832275778946	21.55	188.515260272029	21.55	325.939184599909	21.55	344.806166226754	21.55	335.00129770615	21.55	222.322570925149	21.55	213.747064040589	21.55	216.76280349666
21.62	185.870126079004	21.62	291.39756504114	21.62	243.875475153898	21.62	218.950835475578	21.62	211.48123350328	21.62	188.007378252057	21.62	325.254463249392	21.62	344.455913187489	21.62	334.983833751752	21.62	221.954534878472	21.62	213.432410600674	21.62	216.326809158205
21.77	185.574497852884	21.77	290.662625843019	21.77	243.23776779317	21.77	218.984592356301	21.77	211.024711151509	21.77	188.11601858112	21.77	324.603250374257	21.77	343.960586791764	21.77	334.176598323999	21.77	221.74221017584	21.77	212.802496304708	21.77	216.203452508565
21.85	184.939570986143	21.85	290.205180318223	21.85	242.553026609757	21.85	218.087414183045	21.85	210.779031038305	21.85	187.520664462744	21.85	324.252182844217	21.85	342.822463131966	21.85	333.687420726903	21.85	221.374235663362	21.85	212.750079622317	21.85	215.715215121019
21.93	184.485446753714	21.93	290.086297613921	21.93	242.301823798301	21.93	218.17407019688	21.93	210.550782596289	21.93	187.384266123134	21.93	323.215153440183	21.93	342.590069372642	21.93	333.596689006609	21.93	221.232127724218	21.93	212.225234105272	21.93	215.313037575666
22.07	184.207771822005	22.07	289.29908841976	22.07	241.647036730462	22.07	217.926581263666	22.07	210.112107483629	22.07	187.177907966101	22.07	322.564499103501	22.07	341.780154095559	22.07	332.423194713642	22.07	220.774749214462	22.07	211.85779508307	22.07	214.684379010667
22.22	184.035977366379	22.22	289.373848686472	22.22	241.747044711347	22.22	217.380254398404	22.22	210.112067537856	22.22	186.639068927809	22.22	322.370237997556	22.22	341.63554209039	22.22	332.070786128047	22.22	220.457645248082	22.22	211.717576669748	22.22	214.631067110839
22.29	183.79773129371	22.29	288.854896147311	22.29	241.213461372764	22.29	217.435340108801	22.29	209.585751685218	22.29	186.859045431066	22.29	321.530277421811	22.29	340.944440540989	22.29	332.007127584553	22.29	220.286082513823	22.29	211.176773545787	22.29	214.406457778434
22.35	183.767011298508	22.35	288.665901126456	22.35	241.20825670054	22.35	216.994524062822	22.35	209.129698751218	22.35	186.250147429284	22.35	321.599360946418	22.35	340.572388691696	22.35	331.637274441251	22.35	219.916457007365	22.35	211.124005429694	22.35	214.074286286509
22.49	183.361496847108	22.49	288.120661174957	22.49	240.418442576374	22.49	216.853825099779	22.49	209.129698751218	22.49	186.127625369137	22.49	320.546476853656	22.49	339.837222763124	22.49	330.467138415313	22.49	219.531099952436	22.49	210.809509763525	22.49	213.917407697989
22.64	183.141601728185	22.64	288.006796661749	22.64	240.215285562879	22.64	216.60555697835	22.64	208.656465365427	22.64	185.750449522478	22.64	319.84296108738	22.64	339.531179866977	22.64	330.025000912736	22.64	219.19507624567	22.64	210.442156161612	22.64	213.410276306662
22.71	183.247338166539	22.71	287.549623308485	22.71	240.197735528839	22.71	215.919931174337	22.71	208.446015961068	22.71	185.365472915365	22.71	319.386861541171	22.71	338.673778490786	22.71	329.763126217429	22.71	219.054994759822	22.71	210.250028590113	22.71	213.375427912111
22.79	182.635205153069	22.79	287.220329386821	22.79	239.543611346355	22.79	215.760829333355	22.79	208.288447868291	22.79	185.212028983438	22.79	318.965184509356	22.79	338.582207294742	22.79	329.393833308139	22.79	218.808321467958	22.79	209.900583688418	22.79	213.235237673251
22.93	182.617574173715	22.93	286.868716325668	22.93	239.420815181868	22.93	215.233510394219	22.93	207.481885082974	22.93	184.949594120428	22.93	318.228541725895	22.93	338.09236467138	22.93	329.393833308139	22.93	218.755797589405	22.93	209.656115313409	22.93	212.398965597319
23.01	181.877458875766	23.01	286.429233550092	23.01	238.824381461628	23.01	215.022576108392	23.01	207.42927732726	23.01	184.407210843081	23.01	317.912828089879	23.01	337.32257363368	23.01	328.782872063521	23.01	218.125527822202	23.01	209.464019838063	23.01	212.329263676084
23.14	181.859827896411	23.14	286.165523754227	23.14	238.754209828288	23.14	214.776497291882	23.14	207.166272099552	23.14	184.617172153835	23.14	317.281434368711	23.14	337.44503428952	23.14	328.468634665548	23.14	217.827898102213	23.14	209.167161787959	23.14	212.207306283213
23.22	181.665987776105	23.22	285.813910693074	23.22	238.420898763782	23.22	214.65344949591	23.22	206.833112013937	23.22	184.407210843081	23.22	316.842958119073	23.22	336.81521745899	23.22	328.014792119916	23.22	217.372696746565	23.22	209.027455987707	23.22	211.945978598736
23.35	181.600405071099	23.35	285.678283023672	23.35	237.819796362556	23.35	214.143098526885	23.35	206.623257444472	23.35	183.974084488113	23.35	316.351633283855	23.35	336.129248064465	23.35	327.506237539948	23.35	217.073830542439	23.35	208.538591192442	23.35	211.701540274923
23.42	181.112060104571	23.42	284.874892512102	23.42	237.359207892005	23.42	214.142469278746	23.42	206.115489870057	23.42	183.401158572501	23.42	316.211129682244	23.42	335.793292883968	23.42	327.015293440351	23.42	217.020071365954	23.42	208.34664857779	23.42	211.47459067664
23.57	180.883051315785	23.57	284.734327802992	23.57	237.148763304243	23.57	213.685625589225	23.57	206.09794862862	23.57	183.541086028097	23.57	315.422142753802	23.57	335.251124303019	23.57	326.753516405132	23.57	216.792555091975	23.57	208.119719247836	23.57	211.09143361702
23.7	180.442642058968	23.7	283.925921412233	23.7	236.342084205901	23.7	213.369329838984	23.7	205.501999205137	23.7	182.858973221722	23.7	314.545483157832	23.7	334.586535968252	23.7	326.456891664649	23.7	216.197494469444	23.7	207.648386425808	23.7	210.551512193195
23.85	180.03746621349	23.85	283.732598820177	23.85	236.254394768543	23.85	212.877336587271	23.85	205.221540580089	23.85	182.719045766125	23.85	313.721413746516	23.85	333.974403659504	23.85	325.881015726826	23.85	215.88247322623	23.85	207.142138819198	23.85	210.307678875317
23.91	180.289225083175	23.91	283.491932885955	23.91	235.934400782325	23.91	212.578264468149	23.91	205.134692764713	23.91	182.531144555507	23.91	313.616449405315	23.91	333.394032214587	23.91	325.529993720278	23.91	215.601443665357	23.91	207.020279332804	23.91	209.732731945156
23.98	180.241507509302	23.98	283.233778394582	23.98	235.73724456678	23.98	212.331982181099	23.98	204.890189599418	23.98	182.448233398852	23.98	312.9506225028	23.98	332.953768813489	23.98	324.987239068113	23.98	215.285520989352	23.98	206.654155410045	23.98	209.610661487011
24.04	179.964928514237	24.04	282.887913704318	24.04	235.101943296264	24.04	211.857474649206	24.04	204.435512657375	24.04	182.190511425879	24.04	312.582969087307	24.04	332.548583211149	24.04	324.584154241216	24.04	214.759783607502	24.04	206.427726154356	24.04	209.279734055882
24.25	179.501886445275	24.25	281.986452624554	24.25	234.948353430739	24.25	211.682066511881	24.25	203.961484785053	24.25	181.731378159186	24.25	312.16189900906	24.25	332.184491826566	24.25	324.324347884864	24.25	215.075565772646	24.25	206.182979961246	24.25	208.896807044517
24.32	179.172598872602	24.32	281.833988396906	24.32	234.418361824013	24.32	210.996909218798	24.32	203.822329198597	24.32	181.211560002815	24.32	311.566555864216	24.32	331.342430580318	24.32	323.624863977629	24.32	214.182519897026	24.32	205.747245546984	24.32	208.879353734973
24.45	178.961304263593	24.45	281.096250738576	24.45	234.085328935992	24.45	210.909096077707	24.45	203.366820528565	24.45	181.456293668223	24.45	310.918123114406	24.45	331.167608846861	24.45	323.101639123209	24.45	213.832658531499	24.45	205.328494696844	24.45	208.339702677409
24.52	178.737791535887	24.52	280.803472887801	24.52	233.555553049954	24.52	210.557829784185	24.52	203.157719557954	24.52	180.849228652342	24.52	310.305557366978	24.52	330.378278846946	24.52	323.082574913509	24.52	213.464665210212	24.52	205.015112534365	24.52	208.165685540232
24.67	177.992895781118	24.67	280.305815138732	24.67	233.156343341061	24.67	210.487596352755	24.67	202.946360012384	24.67	180.51230659185	24.67	310.252224952682	24.67	329.839097764041	24.67	322.630709935941	24.67	213.097954692321	24.67	204.822500594293	24.67	207.747822998422
24.73	178.257005661663	24.73	280.042342192595	24.73	232.858375368322	24.73	209.995849467217	24.73	202.403239338442	24.73	180.354967031739	24.73	309.656389575795	24.73	329.943990804115	24.73	322.177246160586	24.73	212.940531325051	24.73	204.525890297529	24.73	207.765238126041
24.85	177.89829149968	24.85	279.79084464759	24.85	232.307564159042	24.85	209.820425136095	24.85	202.300673086038	24.85	180.224889888675	24.85	308.431850065436	24.85	328.855273043486	24.85	321.721005804973	24.85	212.502230537169	24.85	203.882038819282	24.85	207.382651761245
24.93	177.581472112709	24.93	279.422098918318	24.93	232.307564159042	24.93	209.644857464385	24.93	202.03797505616	24.93	179.875379861552	24.93	308.08148549057	24.93	328.977624173361	24.93	321.128184252665	24.93	212.152485928313	24.93	203.672741645459	24.93	206.773577045971
25.06	177.616676128577	25.06	279.457219154995	25.06	231.939605954162	25.06	209.416626193498	25.06	201.775260270444	25.06	179.613234774332	25.06	308.099012097233	25.06	328.453367510596	25.06	321.197955562552	25.06	212.082547060045	25.06	203.498313370741	25.06	206.599550911367
25.18	177.475860065106	25.18	278.667047341436	25.18	231.764373399214	25.18	208.644131789144	25.18	201.302393763161	25.18	179.578298851874	25.18	307.468322350797	25.18	327.509745731631	25.18	320.395920615611	25.18	211.645370487934	25.18	203.079702267255	25.18	206.460343408355
25.32	177.052800490601	25.32	278.018665721449	25.32	231.087993832864	25.32	208.399346216887	25.32	201.026631025225	25.32	179.191500685547	25.32	306.771700628182	25.32	326.821887256457	25.32	319.974188019091	25.32	211.487040926813	25.32	202.890924176529	25.32	205.83522718016
25.39	176.824097250566	25.39	277.667639073007	25.39	230.650165127223	25.39	207.890458061373	25.39	200.448961073664	25.39	178.71990911143	25.39	306.456513532586	25.39	326.804436408763	25.39	319.207422557626	25.39	211.032615493662	25.39	202.245879215107	25.39	205.435180732099
25.51	176.959169327053	25.51	277.46821271904	25.51	230.601051835184	25.51	207.503916878032	25.51	200.184761937433	25.51	178.767191114704	25.51	305.824624097631	25.51	326.09031385409	25.51	319.121239100279	25.51	210.508408892586	25.51	201.913454549743	25.51	205.33027067329
25.52	176.272945159955	25.52	277.082035747442	25.52	230.198174866159	25.52	207.890043598886	25.52	200.41236430959	25.52	178.714779588174	25.52	305.386806110919	25.52	326.037919077809	25.52	318.389186254184	25.52	210.281158275641	25.52	202.262194716677	25.52	205.086722064874
25.7	175.991406988686	25.7	276.485224405085	25.7	229.672702830765	25.7	207.521471138116	25.7	199.782085971386	25.7	178.330445143875	25.7	305.194178256945	25.7	325.636114124667	25.7	318.389186254184	25.7	210.018933140513	25.7	201.617042158097	25.7	204.87796372191
25.84	176.038255444132	25.84	276.129790473643	25.84	229.28090544844	25.84	206.908362600323	25.84	199.242907523813	25.84	178.201113195844	25.84	304.51467164602	25.84	325.265594451039	25.84	318.073896095434	25.84	209.809090626076	25.84	201.3929221198	25.84	204.740079578135
25.97	175.311132201888	25.97	275.719524911423	25.97	229.07396168997	25.97	206.346242262408	25.97	198.838509091751	25.97	177.532162883653	25.97	304.040157287806	25.97	324.551334351436	25.97	317.395013020677	25.97	209.354688017161	25.97	201.008108340436	25.97	204.182839571925
26.04	175.334661493129	26.04	275.26996882653	26.04	228.58049298321	26.04	206.20656032815	26.04	198.735343330406	26.04	177.502559388092	26.04	303.586816437353	26.04	323.903483179036	26.04	317.150427988201	26.04	209.179976931482	26.04	200.904865457579	26.04	203.853148323305
26.1	175.047242559736	26.1	274.280382642627	26.1	227.813012338131	26.1	205.92509402155	26.1	198.470902463253	26.1	177.008168524089	26.1	303.112147333441	26.1	323.660570736103	26.1	316.453973546632	26.1	209.162427238339	26.1	200.502536180933	26.1	203.748008660658
26.24	175.105996389369	26.24	274.041630658946	26.24	227.72249650425	26.24	205.399501110881	26.24	198.332801656827	26.24	176.734146850632	26.24	302.553905219534	26.24	323.152552068665	26.24	315.948194748617	26.24	208.603290773493	26.24	199.64986978815	26.24	203.157524831396
26.36	174.613485647065	26.36	273.743307761421	26.36	227.372281899304	26.36	205.224050542838	26.36	197.632724084836	26.36	176.47219335889	26.36	302.098718328744	26.36	322.279418415292	26.36	315.704258513147	26.36	208.113978261624	26.36	199.580145015738	26.36	203.1227461685
26.49	174.601952659241	26.49	273.750305103844	26.49	226.93169841961	26.49	205.031942550902	26.49	197.477274049576	26.49	176.058629306384	26.49	301.768293747873	26.49	321.649499061812	26.49	315.320603333073	26.49	207.782263512645	26.49	199.477157419011	26.49	202.445541240825
26.61	174.091945065665	26.61	273.346775805088	26.61	226.826659925631	26.61	204.716190877893	26.61	197.179787757016	26.61	175.918951882847	26.61	300.805569240732	26.61	321.509804896405	26.61	314.954759984262	26.61	207.100835909528	26.61	198.797487712271	26.61	202.063006247369
26.67	173.933650682404	26.67	273.136246786632	26.67	226.651590188375	26.67	204.365348244831	26.67	197.10978999748	26.67	175.884028341495	26.67	300.858071745852	26.67	321.265373590683	26.67	314.379877643448	26.67	207.205656759194	26.67	198.658061416788	26.67	202.063006247369
26.79	173.669849032797	26.79	272.364279149177	26.79	226.231402728716	26.79	204.400439204885	26.79	196.672308185848	26.79	175.552271440523	26.79	299.877868726165	26.79	320.81140103685	26.79	314.066302413572	26.79	206.856220443233	26.79	198.501206834369	26.79	201.958670911941
26.92	172.884795012965	26.92	271.82770272659	26.92	225.195941638302	26.92	203.822648006673	26.92	196.254608871187	26.92	175.086553093039	26.92	299.197821798492	26.92	320.356419996735	26.92	313.439162793199	26.92	206.507278312452	26.92	198.311306088504	26.92	201.490392062987
27.05	173.183721494285	27.05	271.564581136273	27.05	225.073394837443	27.05	203.208775744972	27.05	195.817216724424	27.05	174.894505634187	27.05	298.95282863125	27.05	319.535937277035	27.05	312.951452973525	27.05	206.227769163327	27.05	197.858246163349	27.05	201.090545671494
27.11	172.96146971401	27.11	270.817768583976	27.11	225.00088702335	27.11	203.157367984147	27.11	195.504682813839	27.11	174.690813785347	27.11	298.745514674379	27.11	319.081244644387	27.11	312.550978738218	27.11	205.826605344901	27.11	197.128404161311	27.11	200.674623098757
27.18	172.803244831834	27.18	270.572213742502	27.18	224.335820345973	27.18	202.876784088475	27.18	195.43470838689	27.18	174.324255569837	27.18	297.993084565124	27.18	319.133595758355	27.18	312.672885871894	27.18	205.634472739931	27.18	197.320051413882	27.18	200.935357754927
27.3	172.521941275707	27.3	270.256517111183	27.3	224.17831512425	27.3	202.263030875107	27.3	195.119831833762	27.3	174.14969606898	27.3	297.520652581405	27.3	318.260898671808	27.3	311.610566623822	27.3	205.285136166452	27.3	196.98902434126	27.3	200.014108692159
27.47	171.983439778032	27.47	269.580193816241	27.47	224.12345505612	27.47	202.089049050951	27.47	194.702530431946	27.47	173.823990988648	27.47	297.418564343818	27.47	317.823930587404	27.47	311.576043024534	27.47	204.971511683571	27.47	196.224609656959	27.47	199.737473462007
27.54	171.842811438025	27.54	269.369753311252	27.54	223.423509454722	27.54	201.510454796737	27.54	194.405192857746	27.54	173.719289474676	27.54	296.298892343992	27.54	317.492339537241	27.54	310.827319268554	27.54	204.430132734947	27.54	196.31170752818	27.54	199.45941288063
27.67	171.972352671218	27.67	268.974214304315	27.67	222.87890901726	27.67	201.336627347439	27.67	194.058031159708	27.67	173.376243506877	27.67	296.109589969582	27.67	317.02067204034	27.67	310.427332384492	27.67	204.134153091857	27.67	195.948083045797	27.67	199.374047821677
27.79	171.427533741966	27.79	268.185227353521	27.79	222.756440200096	27.79	201.143805883257	27.79	193.900645345082	27.79	172.974923900688	27.79	295.409878101901	27.79	316.270399958797	27.79	309.817999826964	27.79	203.802399789188	27.79	195.54751632168	27.79	198.731119992993
27.91	171.163907901522	27.91	267.606645845986	27.91	222.284048526241	27.91	200.758129493468	27.91	193.376020386092	27.91	172.800422566942	27.91	294.64023185502	27.91	315.729496016324	27.91	309.556866862717	27.91	203.348428630045	27.91	195.164366269513	27.91	198.644254132513
27.97	170.731231427988	27.97	267.439350965049	27.97	222.019603549768	27.97	200.356605250288	27.97	193.046568644769	27.97	172.457603540775	27.97	294.206373944562	27.97	315.275664706207	27.97	309.104967117983	27.97	202.982856124423	27.97	194.748768904965	27.97	198.107334909024
28.09	170.590649940668	28.09	267.036157772656	28.09	221.319891146972	28.09	200.26896764771	28.09	192.784308226135	28.09	172.161017418669	28.09	294.136417759415	28.09	314.944184131156	28.09	308.843844198295	28.09	202.598782951069	28.09	194.452734804406	28.09	198.142078810638
28.22	170.16212301555	28.22	266.624787238872	28.22	221.199312766567	28.22	199.846556610521	28.22	192.379237983226	28.22	171.875615690228	28.22	293.555713594612	28.22	314.682588398126	28.22	308.407834974032	28.22	202.353151991324	28.22	194.241316117635	28.22	197.758061740774
28.27	170.168922206634	28.27	266.107055325165	28.27	220.637676154425	28.27	199.708097027964	28.27	192.1198917465	28.27	171.585275673003	28.27	293.139533757115	28.27	314.037028722143	28.27	308.391286897254	28.27	202.301996093855	28.27	194.174131202394	28.27	197.551382299424
28.38	169.912181109123	28.38	265.694663551206	28.38	220.233626917959	28.38	199.114040591405	28.38	191.545965125649	28.38	171.190399898354	28.38	292.531153449114	28.38	313.653298722017	28.38	307.173879313962	28.38	201.570093882356	28.38	193.602070154815	28.38	196.597860423813
28.51	169.578364049074	28.51	265.063690936976	28.51	220.02375986703	28.51	198.378017375734	28.51	191.004037154322	28.51	171.155511257277	28.51	291.86666365525	28.51	312.885848969153	28.51	306.860617450406	28.51	201.430455692349	28.51	193.236458604504	28.51	196.424153124566
28.63	169.093403579708	28.63	264.546391422957	28.63	219.689829758406	28.63	198.520198731135	28.63	191.024654235224	28.63	170.534017683422	28.63	291.415920537513	28.63	312.589564929825	28.63	306.461490959761	28.63	200.908251264478	28.63	192.873544620057	28.63	195.991996146099
28.75	169.146095718221	28.75	264.371157871868	28.75	219.025333564146	28.75	198.029598299618	28.75	190.814922467139	28.75	170.795638917012	28.75	291.101205828904	28.75	312.415184218807	28.75	306.183097204772	28.75	200.559222284771	28.75	192.560201144505	28.75	196.044086279857
28.81	168.699892819954	28.81	263.906896660795	28.81	218.712007173024	28.81	197.799712225911	28.81	190.339731336992	28.81	170.039124918221	28.81	290.53768406752	28.81	311.403198799344	28.81	305.381312308504	28.81	199.981690655244	28.81	192.08737461765	28.81	195.260334289779
28.92	168.425880639313	28.92	263.687698527791	28.92	218.290871039344	28.92	197.171022460931	28.92	189.993420088016	28.92	170.028250076521	28.92	289.52769917528	28.92	310.793283071733	28.92	304.738820905458	28.92	199.89603043415	28.92	191.742059958603	28.92	195.193085667685
29.04	168.204643070083	29.04	263.258324794314	29.04	218.324463534537	29.04	196.910456189055	29.04	189.612263539802	29.04	169.773239694111	29.04	289.63682391944	29.04	310.479974984313	29.04	304.531519786983	29.04	199.792960226363	29.04	191.362050144585	29.04	194.865385257416
29.16	168.113533390783	29.16	262.680266553336	29.16	218.007092594407	29.16	196.72232626207	29.16	189.409381107966	29.16	169.455250085362	29.16	289.051121105878	29.16	309.76655831	29.16	303.960547782905	29.16	199.255484038634	29.16	191.211351338746	29.16	194.956742418635
29.27	167.958748353189	29.27	262.207048387559	29.27	217.555162676869	29.27	196.61264720712	29.27	189.105476651669	29.27	169.476801716921	29.27	288.483106706918	29.27	309.66044853818	29.27	303.800807697016	29.27	199.077546543003	29.27	190.909534980872	29.27	194.327081979717
29.33	167.414275554137	29.33	261.73396815267	29.33	216.925737742335	29.33	196.01699580411	29.33	188.651105615678	29.33	168.849048739393	29.33	287.661507034097	29.33	309.154781861241	29.33	302.948310258722	29.33	198.868150647553	29.33	190.526623387324	29.33	193.806150335312
29.45	167.13029866027	29.45	261.156417353982	29.45	216.189344343574	29.45	195.81164702419	29.45	188.413594160229	29.45	168.444203251706	29.45	287.23374056314	29.45	308.441772901769	29.45	302.116993109444	29.45	198.348431739686	29.45	190.3588201218	29.45	193.741634306572
29.57	167.13029866027	29.57	261.138901077484	29.57	216.381605534951	29.57	195.794130747692	29.57	188.396128025743	29.57	168.374472425797	29.57	287.111394051719	29.57	308.389491496342	29.57	302.447428974307	29.57	197.982110907607	29.57	189.749862089408	29.57	193.394451009408
29.69	166.596186464977	29.69	260.604256874906	29.69	215.823261759096	29.69	195.196167881259	29.69	187.781002497943	29.69	168.001499856851	29.69	286.460094168201	29.69	307.673729941461	29.69	301.784606583664	29.69	197.613799726155	29.69	189.711841513735	29.69	193.062052739028
29.8	166.568457405978	29.8	260.122990468578	29.8	215.787339112332	29.8	194.725855163338	29.8	187.452756195467	29.8	168.008402303783	29.8	286.115339679913	29.8	307.291347986318	29.8	301.508269073113	29.8	197.249485957455	29.8	189.019109107736	29.8	192.786896953377
29.91	166.287545135834	29.91	259.650084431127	29.91	215.280470218158	29.91	194.498176996866	29.91	187.225646305141	29.91	167.799226540063	29.91	285.765849850157	29.91	306.995008690212	29.91	301.108269522385	29.91	196.638973522664	29.91	189.001709829268	29.91	192.457079506673
30.02	165.690587758524	30.02	259.142129126674	30.02	214.476459755673	30.02	194.515693273365	30.02	186.64913015508	30.02	167.433156418049	30.02	285.119285308107	30.02	306.489510344391	30.02	300.499545486053	30.02	196.987844934261	30.02	188.601543138497	30.02	192.543875330964
30.13	165.477487846947	30.13	258.600637219886	30.13	214.055646196998	30.13	193.680653281378	30.13	186.202806670759	30.13	166.924355401666	30.13	284.238271475561	30.13	305.725361597423	30.13	299.704073438015	30.13	196.259668173011	30.13	188.347468898237	30.13	191.612148133573
30.25	165.530136148407	30.25	258.443043192793	30.25	213.968277752589	30.25	193.540603118624	30.25	186.045630354722	30.25	166.471272573774	30.25	283.871420918007	30.25	304.854116585896	30.25	299.495451828358	30.25	196.15503990778	30.25	187.912648397701	30.25	191.45597432407
30.36	165.224143888067	30.36	258.083261916252	30.36	213.724290251641	30.36	193.257621199948	30.36	185.447781626617	30.36	166.655844478783	30.36	283.709002958715	30.36	305.079114137277	30.36	299.214912100572	30.36	195.803993773693	30.36	187.769956435313	30.36	191.539891319833
30.48	164.792959677316	30.48	257.602591840292	30.48	213.513991916857	30.48	193.015389945635	30.48	185.416925090573	30.48	166.192458798318	30.48	282.875698011883	30.48	303.982838157484	30.48	298.417489969588	30.48	195.318030494377	30.48	187.33867999029	30.48	190.744495437125
30.59	164.354179275971	30.59	256.937211545453	30.59	213.094660142265	30.59	192.210059738696	30.59	185.085095427929	30.59	165.826510496644	30.59	282.718471570519	30.59	303.616923272695	30.59	298.052377090026	30.59	195.056476539743	30.59	186.956039954831	30.59	190.935372681136
30.64	164.23908219464	30.64	256.386781955874	30.64	212.674878885283	30.64	192.14306828334	30.64	184.792392984327	30.64	165.729244002747	30.64	281.955333121069	30.64	303.095981595866	30.64	297.811579584814	30.64	194.431242887397	30.64	186.803203472511	30.64	190.331055179899
30.76	164.090904351787	30.76	256.166785274329	30.76	212.028828612552	30.76	191.82489672846	30.76	184.404009197396	30.76	165.477989100214	30.76	281.862498075187	30.76	302.763088457969	30.76	296.957071868223	30.76	194.39383642943	30.76	186.416858524139	30.76	190.189207068126
30.93	163.878390792323	30.93	255.503947653109	30.93	211.923367676601	30.93	191.533572743117	30.93	184.325192668433	30.93	165.074534414462	30.93	280.651074671565	30.93	301.948153553647	30.93	296.528034334074	30.93	193.788796122408	30.93	186.024477261202	30.93	189.79633919821
30.98	163.589783207008	30.98	255.336363303951	30.98	211.504413342035	30.98	191.267858620592	30.98	184.006642144714	30.98	165.067148477577	30.98	280.994690699869	30.98	301.911282828097	30.98	296.525210154562	30.98	193.611813432016	30.98	185.933707146367	30.98	189.480904011027
31.09	163.149431720775	31.09	254.463891591782	31.09	210.927616877229	31.09	190.854289784302	31.09	183.43922558856	31.09	164.594241397281	31.09	280.272669712624	31.09	300.818108804104	31.09	295.940007821528	31.09	193.059405189784	31.09	185.541551841191	31.09	188.949575886778
