X	A1: Sample 1	X	A2: Sample 2	X	A3: Sample 3	X	B1: Sample 25	X	B2: Sample 26	X	B3: Sample 27	X	C1: Sample 49	X	C2: Sample 50	X	C3: Sample 51	X	D1: Sample 73	X	D2: Sample 74	X	D3: Sample 75
38.37	146.812946031826	38.37	226.581092425697	38.37	186.647251372471	38.37	169.910323798177	38.37	162.849096257668	38.37	147.37626058377	38.37	248.360874309717	38.37	268.18344225801	38.37	263.410271316013	38.37	171.684625676224	38.37	164.869632946508	38.37	168.743770572156
38.51	146.445823841633	38.51	226.650855627025	38.51	186.629860498094	38.51	169.439505399139	38.51	162.414224546337	38.51	147.324204454535	38.51	247.821490932275	38.51	267.940452634301	38.51	262.492465840528	38.51	171.406721167881	38.51	164.523146817776	38.51	168.55365253495
38.6	146.323455325563	38.6	226.07534250004	38.6	186.177381566581	38.6	169.317453080786	38.6	162.06634049086	38.6	147.185343731281	38.6	247.177712382617	38.6	267.090013914297	38.6	261.972952993235	38.6	171.180939356713	38.6	164.401893314704	38.6	168.173399818552
38.73	146.113683104013	38.73	225.953256897717	38.73	185.864112840008	38.73	169.230265721111	38.73	161.805410807268	38.73	147.063840598434	38.73	247.073317210401	38.73	267.107371504704	38.73	261.730512555033	38.73	170.920409080762	38.73	164.072731492408	38.73	167.81043812462
38.79	145.589210945175	38.79	225.534694331735	38.79	185.777108542169	38.79	168.742023163726	38.79	161.648859653906	38.79	146.421643037356	38.79	246.220731674325	38.79	265.996602212569	38.79	261.540028394156	38.79	170.677269679187	38.79	164.090055798845	38.79	167.378328982808
38.88	145.460226389336	38.88	224.904467539396	38.88	185.15471752715	38.88	168.173587209785	38.88	160.874224345772	38.88	146.362671530468	38.88	246.058167012053	38.88	265.813705478752	38.88	260.682933131071	38.88	170.336403914185	38.88	163.560561064101	38.88	167.177796002539
39.05	145.302902493595	39.05	224.782402166667	39.05	184.771915459946	39.05	168.121273478616	39.05	161.082930175945	39.05	146.102367455907	39.05	245.240515374114	39.05	265.345161472388	39.05	260.388585197104	39.05	169.798074987807	39.05	163.02362983283	39.05	166.953133153221
39.15	144.935857774806	39.15	224.538288060436	39.15	184.510912537831	39.15	167.615673912673	39.15	160.578561912835	39.15	145.963529741887	39.15	244.962174376974	39.15	264.651039459196	39.15	259.592131934964	39.15	169.433409678546	39.15	162.988986961235	39.15	166.832165969505
39.27	144.726103673302	39.27	223.771053281735	39.27	184.110705838692	39.27	167.807457648507	39.27	160.352468089955	39.27	145.720580381579	39.27	244.753418629119	39.27	264.980745751539	39.27	259.280479204427	39.27	169.659154077649	39.27	162.833094039057	39.27	166.469264418357
39.36	144.457453942796	39.36	223.420150157325	39.36	184.028015124761	39.36	167.378734235546	39.36	160.047690373398	39.36	145.401473842251	39.36	243.912755259361	39.36	263.843796289316	39.36	259.202903029552	39.36	169.075454620179	39.36	162.28657670515	39.36	166.182505438662
39.45	144.265219522624	39.45	222.809957681077	39.45	183.558284371534	39.45	167.099823802472	39.45	159.699904951184	39.45	145.314714646994	39.45	243.930140371354	39.45	263.774388933111	39.45	258.752803311877	39.45	169.023365830084	39.45	162.251939572931	39.45	166.078843589065
39.58	144.055516808106	39.58	222.775087638266	39.58	183.036381645858	39.58	166.664031449691	39.58	159.369521277434	39.58	144.759489070291	39.58	243.251788274211	39.58	263.219179992879	39.58	257.592941840176	39.58	168.450405775501	39.58	162.044133416084	39.58	165.595038381536
39.67	143.856917528284	39.67	222.511584916792	39.67	183.197400174289	39.67	166.026416122642	39.67	159.290959152706	39.67	144.908983371821	39.67	242.881066036434	39.67	262.637827628297	39.67	257.602203267298	39.67	168.057958277213	39.67	161.809503216668	39.67	165.343036573308
39.76	143.647232916296	39.76	221.727172182211	39.76	182.77992719383	39.76	165.956704222845	39.76	158.838921312361	39.76	144.440594589577	39.76	242.411512894137	39.76	262.082710655755	39.76	256.788698165086	39.76	167.919066756501	39.76	161.238101837086	39.76	165.066634130233
39.9	143.378867483232	39.9	221.603303994368	39.9	182.558349657397	39.9	165.82465999931	39.9	158.569253926077	39.9	144.243211747621	39.9	241.971440543439	39.9	261.588339988556	39.9	256.590420455155	39.9	167.492063439689	39.9	161.34990058145	39.9	164.745659931403
39.98	143.280293162175	39.98	221.570282981809	39.98	182.084155526779	39.98	165.730136390076	39.98	158.473811266896	39.98	143.972189173618	39.98	241.715874296806	39.98	261.371469633703	39.98	256.096353043336	39.98	167.832272031342	39.98	161.116908589193	39.98	164.634739718821
40.1	142.662572026693	40.1	221.132730975033	40.1	181.810521900287	40.1	165.301882395855	40.1	158.012998199705	40.1	143.948344822976	40.1	241.380243169651	40.1	260.721118568049	40.1	255.46555219897	40.1	167.43999190325	40.1	160.74396817691	40.1	164.53838827422
40.2	142.697513674109	40.2	220.679587202005	40.2	181.306171400752	40.2	164.901092885589	40.2	157.821775419132	40.2	143.601439623814	40.2	240.75428708901	40.2	260.478306548884	40.2	255.361725114336	40.2	166.971364706261	40.2	160.795906665668	40.2	164.279294545002
40.32	142.551617144942	40.32	219.963450005342	40.32	181.050088387563	40.32	164.438210995496	40.32	157.778265183761	40.32	143.369558612379	40.32	240.088551450703	40.32	259.689481949164	40.32	254.765737040854	40.32	166.839590035166	40.32	160.544267530972	40.32	163.923967087751
40.41	142.143801658608	40.41	219.927032215606	40.41	180.498539487181	40.41	164.376139176058	40.41	157.404587853683	40.41	143.172418452817	40.41	240.100955737457	40.41	259.577142236206	40.41	254.481374305189	40.41	166.430247179259	40.41	160.361923482482	40.41	163.534226222144
40.55	141.881834391333	40.55	219.386937740471	40.55	180.446385440253	40.55	164.167107352015	40.55	156.970164759572	40.55	142.964350905063	40.55	239.301371187584	40.55	259.126326445164	40.55	253.841277728596	40.55	166.308781617622	40.55	160.085026558164	40.55	163.344297043915
40.63	141.654797201391	40.63	218.74228578968	40.63	180.04651003805	40.63	163.90580510287	40.63	156.657356856177	40.63	142.530858836335	40.63	239.00587038105	40.63	258.450119384055	40.63	253.166583583735	40.63	166.013812825593	40.63	159.635042039786	40.63	162.878086083139
40.76	141.713189727355	40.76	218.81336011725	40.76	180.006768212063	40.76	163.497370455365	40.76	156.457353732444	40.76	142.485087691573	40.76	238.558656702726	40.76	257.851283628352	40.76	253.191195558987	40.76	165.798365013658	40.76	159.419153208728	40.76	162.956870609887
40.86	141.061002512173	40.86	218.34156248936	40.86	179.194621812169	40.86	163.48772482933	40.86	156.153422741918	40.86	142.218749201978	40.86	237.876021201842	40.86	257.357793852892	40.86	252.163187602147	40.86	165.475946161196	40.86	159.115862384872	40.86	162.308281922998
40.98	141.078459238113	40.98	218.13249741441	40.98	178.812136634093	40.98	163.226422580185	40.98	156.031774300294	40.98	142.37479570643	40.98	237.910785024643	40.98	257.236411418521	40.98	252.145880505286	40.98	165.07686878075	40.98	158.994712706847	40.98	162.204688723633
41.06	140.676771661503	41.06	218.080226989309	41.06	178.916444727949	41.06	163.034797605722	41.06	155.788494042502	41.06	141.837278176552	41.06	237.285019588774	41.06	256.698910514096	41.06	252.07668536875	41.06	165.05951180753	41.06	158.80433464138	41.06	161.980211853496
41.14	140.32748751362	41.14	217.731774114089	41.14	178.725202138911	41.14	162.529616582466	41.14	155.493076363234	41.14	141.681215046647	41.14	236.694034601159	41.14	256.560204357412	41.14	251.228986757095	41.14	164.556342464121	41.14	158.510130620201	41.14	161.876618654131
41.28	140.601106529333	41.28	217.277654217177	41.28	178.556551253878	41.28	162.502712159923	41.28	155.328337710733	41.28	141.536416056263	41.28	236.811256329393	41.28	255.928326795603	41.28	250.945239928611	41.28	164.56379412383	41.28	158.224328086482	41.28	161.677178951543
41.36	140.531257939002	41.36	217.521525866093	41.36	178.035063872663	41.36	162.380784646816	41.36	155.206726028948	41.36	141.328366328376	41.36	236.394159511547	41.36	255.633606303796	41.36	250.443633297999	41.36	164.494410969132	41.36	158.553108492993	41.36	161.43548487648
41.49	140.234409741445	41.49	216.702791342493	41.49	177.965531113654	41.49	162.067280502683	41.49	154.754987501856	41.49	140.964295927273	41.49	236.098707620889	41.49	255.044198565586	41.49	249.578770778642	41.49	164.338273937009	41.49	157.895564302672	41.49	161.107469114223
41.58	139.477927616156	41.58	216.092174162823	41.58	177.223496019509	41.58	161.761823591968	41.58	154.451422252884	41.58	140.732966519071	41.58	235.625219117421	41.58	254.516667522926	41.58	249.278059288707	41.58	163.964166403938	41.58	157.782924466609	41.58	160.839150448787
41.66	139.611962331228	41.66	215.812624137129	41.66	177.107294227488	41.66	161.439069567627	41.66	154.147957472305	41.66	140.467050193408	41.66	235.134505729504	41.66	254.197258709752	41.66	248.475990087322	41.66	163.538170850975	41.66	157.670321909988	41.66	160.432848274172
41.83	139.524672181202	41.83	215.220536694606	41.83	176.864001806675	41.83	161.230124898595	41.83	153.817956503456	41.83	140.241737582671	41.83	234.700165363736	41.83	253.608046042777	41.83	248.11287103947	41.83	163.520822494488	41.83	157.20327889521	41.83	160.03591322493
41.91	139.070823222986	41.91	214.94191610723	41.91	176.585979438489	41.91	160.794837352445	41.91	153.592161993928	41.91	139.895119414122	41.91	234.161585304248	41.91	253.192117534278	41.91	247.559551523848	41.91	163.087263137106	41.91	157.220577400098	41.91	159.75976860031
42.03	138.716205676368	42.03	214.732233809391	42.03	175.948657201516	42.03	160.57673515471	42.03	153.410457523151	42.03	139.785328940597	42.03	233.393268744503	42.03	252.942296206355	42.03	247.155533000073	42.03	163.0776252905	42.03	156.883259774294	42.03	159.543532332093
42.11	138.98354138156	42.11	214.314999014135	42.11	175.925645156796	42.11	160.481436966096	42.11	153.279525998765	42.11	139.635159942009	42.11	233.553512115614	42.11	252.446935830915	42.11	247.369351056078	42.11	162.861817588771	42.11	156.961116443977	42.11	159.32831962729
42.24	138.559132662957	42.24	214.05320122444	42.24	175.549063056651	42.24	160.315605838887	42.24	152.820013187354	42.24	139.300153762086	42.24	233.115342219397	42.24	252.197237795796	42.24	246.550434719087	42.24	162.748177354924	42.24	156.537363532892	42.24	159.353728851533
42.33	138.419504822391	42.33	213.739802847882	42.33	175.184193112973	42.33	160.037081193569	42.33	152.524791019456	42.33	139.525412479648	42.33	232.403147191589	42.33	251.885351334217	42.33	246.118226408225	42.33	162.592117822983	42.33	156.260633248211	42.33	159.04312170263
42.45	138.099954869328	42.45	213.547763161252	42.45	174.720933375647	42.45	159.679884531396	42.45	152.742638491094	42.45	139.277109898767	42.45	232.156291263467	42.45	251.098731184922	42.45	245.213238436661	42.45	161.958428618055	42.45	156.200198117801	42.45	158.809780199277
42.54	137.82075369019	42.54	213.164780374696	42.54	174.85990687347	42.54	159.436207476701	42.54	152.152308441828	42.54	138.913280404464	42.54	231.878394102926	42.54	250.700266292226	42.54	244.971239163855	42.54	161.993113851555	42.54	156.131043602927	42.54	158.63725106368
42.65	137.44214316733	42.65	212.956298599261	42.65	174.367609493747	42.65	159.166650140827	42.65	151.93434668366	42.65	138.814961969124	42.65	231.378268208587	42.65	250.377872412505	42.65	244.925325489044	42.65	161.638448374091	42.65	155.741780578883	42.65	158.28389116594
42.77	137.192548960666	42.77	212.48586011937	42.77	174.217166904812	42.77	158.774795955144	42.77	151.700868831876	42.77	138.601428925305	42.77	231.218427799431	42.77	250.024618542168	42.77	244.05510380586	42.77	161.611709176676	42.77	155.681447891882	42.77	158.016172754257
42.82	137.140205488081	42.82	212.050650142143	42.82	173.817622251494	42.82	158.548527964006	42.82	151.249429221924	42.82	138.220273425955	42.82	230.74947945571	42.82	249.452926822397	42.82	244.00324207263	42.82	161.35165298394	42.82	155.664155110238	42.82	157.671114483065
42.98	136.995388743073	42.98	211.980764890977	42.98	173.38939448908	42.98	158.174247011132	42.98	151.068172343226	42.98	138.370635073796	42.98	230.277188964511	42.98	249.238452870325	42.98	243.496255703914	42.98	161.238300121094	42.98	155.292610046414	42.98	157.472535300273
43.11	136.663890623897	43.11	211.754501106342	43.11	173.476242711194	43.11	158.104622274643	43.11	151.120241415004	43.11	137.833642667357	43.11	229.80833479315	43.11	248.822730743818	43.11	242.977773977059	43.11	161.203637233438	43.11	155.43092941795	43.11	157.058540505014
43.23	136.466850435832	43.23	211.458433413412	43.23	172.909214686328	43.23	157.887089770874	43.23	151.008466429209	43.23	138.001363661919	43.23	229.648806871877	43.23	248.123478605678	43.23	242.557426524572	43.23	160.639718148284	43.23	154.800195039245	43.23	156.825604370307
43.31	136.414515972355	43.31	211.232207046304	43.31	172.683469899243	43.31	157.730476626324	43.31	150.78282127937	43.31	137.724247571402	43.31	228.867501407144	43.31	248.106158331077	43.31	241.9353579852	43.31	160.553066956654	43.31	154.696489272337	43.31	156.808367126745
43.43	136.065627852282	43.43	210.605721255691	43.43	172.231963718864	43.43	157.36509023893	43.43	150.348884466707	43.43	137.429819509387	43.43	228.60708285844	43.43	247.638560735464	43.43	241.555192072978	43.43	160.362427692586	43.43	154.644628085779	43.43	156.75662218364
43.51	135.921044973014	43.51	210.327292887619	43.51	171.769421906241	43.51	156.869342337138	43.51	150.046365499526	43.51	137.130034355618	43.51	228.170020619109	43.51	247.147395732384	43.51	240.979674520078	43.51	159.954697254866	43.51	154.394363887104	43.51	156.282360147313
43.64	135.602119364415	43.64	209.874997662619	43.64	171.984060071116	43.64	156.96517549375	43.64	149.81333755266	43.64	136.89959821218	43.64	228.097588231882	43.64	246.535224490568	43.64	240.456158090462	43.64	159.737677858755	43.64	154.109636341769	43.64	156.187564702955
43.72	135.676866160051	43.72	210.188106066209	43.72	171.613150122499	43.72	156.695371262972	43.72	149.803407041015	43.72	136.974185960155	43.72	227.979064203382	43.72	246.368195263726	43.72	240.20220081146	43.72	159.798740936901	43.72	154.238806052225	43.72	156.161652979038
43.84	135.415237108594	43.84	209.735711538838	43.84	171.16171859592	43.84	156.208258896693	43.84	149.716620745476	43.84	136.801020153893	43.84	227.319408660663	43.84	245.848722750133	43.84	240.115829602469	43.84	159.45217687591	43.84	154.031412209182	43.84	155.592602528104
43.92	135.078964365458	43.92	209.057362542875	43.92	170.595277279255	43.92	156.391155897573	43.92	149.396908563994	43.92	136.830340020403	43.92	227.17769269475	43.92	245.548378261337	43.92	239.298789295093	43.92	159.165949161539	43.92	153.712181972758	43.92	155.532400801552
44.04	135.026647205491	44.04	208.935579682167	44.04	170.629989378728	44.04	156.095463924437	44.04	149.119278171072	44.04	136.466751114293	44.04	226.622282502451	44.04	245.219435051832	44.04	239.143323579372	44.04	159.425816787155	44.04	153.86769749063	44.04	155.325506064229
44.13	134.777666829548	44.13	208.953228903312	44.13	170.792712560284	44.13	155.774003324906	44.13	148.660908719114	44.13	136.323021123245	44.13	226.046867364932	44.13	244.850014075081	44.13	238.689277974888	44.13	159.122312456181	44.13	153.738593872825	44.13	154.851637356859
44.27	134.446387882683	44.27	208.535773279653	44.27	170.150503781682	44.27	155.547922332108	44.27	148.591512593214	44.27	135.994115686545	44.27	225.717148627547	44.27	244.278794827806	44.27	237.825718625847	44.27	158.845159499883	44.27	153.306648218573	44.27	154.851637356859
44.36	134.219725960823	44.36	208.657519412989	44.36	169.924870934161	44.36	155.339219417239	44.36	148.400685695468	44.36	135.855630497249	44.36	225.283310804351	44.36	244.036447821284	44.36	237.497560097941	44.36	158.308165273322	44.36	153.082044445389	44.36	154.524109551934
44.48	133.940755526461	44.48	207.892186869277	44.48	169.404159319297	44.48	154.782705974208	44.48	148.053705065967	44.48	135.578651819669	44.48	225.127140474622	44.48	243.465211976035	44.48	237.376660461238	44.48	157.99637234698	44.48	152.926538034588	44.48	154.317249012089
44.6	133.940755526461	44.6	207.840019439546	44.6	169.247939195649	44.6	154.365316742442	44.6	147.966964058085	44.6	135.24974638297	44.6	224.485047881833	44.6	243.240193253521	44.6	236.720360003399	44.6	158.204228765217	44.6	152.891981054409	44.6	153.800105961461
44.72	133.522295725424	44.72	207.422563815887	44.72	169.074374190019	44.72	154.539230305509	44.72	147.810826924303	44.72	135.180507937815	44.72	224.571822085661	44.72	242.89399272876	44.72	236.444020347787	44.72	157.979044062971	44.72	152.771031623786	44.72	153.800105961461
44.84	133.622262596868	44.84	206.901330921529	44.84	168.803478461144	44.84	154.07897879804	44.84	147.370091476095	44.84	135.244703572547	44.84	223.805979163188	44.84	242.698088765842	44.84	236.111375528445	44.84	157.883651053662	44.84	152.780335655922	44.84	153.843625243698
44.91	133.330506145234	44.91	207.231222380973	44.91	168.623091897002	44.91	154.174008503474	44.91	147.550587302683	44.91	134.955464318341	44.91	223.409134063821	44.91	242.409315313688	44.91	235.718622527566	44.91	157.511346374472	44.91	152.321807479445	44.91	153.627719411927
45	133.134138794115	45	206.779588312964	45	168.421688595737	45	153.992036387153	45	147.387450086858	45	134.708154888142	45	223.216068516156	45	241.850039313436	45	235.006199579708	45	157.48531574377	45	152.383012655071	45	153.274856919908
45.11	132.95527504133	45.11	206.693254381054	45.11	168.185640367033	45.11	153.966591569508	45.11	147.068264655123	45.11	134.789732225914	45.11	222.797525080409	45.11	241.810077310906	45.11	235.070955319536	45.11	156.974428029061	45.11	152.236924243319	45.11	153.404620591124
45.22	132.763540545457	45.22	206.501992771091	45.22	167.769202101496	45.22	153.427634372074	45.22	146.877484227314	45.22	134.460927186109	45.22	222.467915304932	45.22	241.325543474336	45.22	234.483929684168	45.22	156.922476948919	45.22	151.666955685686	45.22	152.801483649842
45.31	132.567340038741	45.31	206.068014458402	45.31	167.60271216614	45.31	153.106790430248	45.31	146.662486669807	45.31	134.09266772473	45.31	222.066917491252	45.31	240.887753056017	45.31	233.996355617495	45.31	156.792667209784	45.31	152.0390909116	45.31	152.500551310468
45.42	132.449809781062	45.42	206.206397596155	45.42	167.543643818696	45.42	153.010383074622	45.42	146.391888471507	45.42	134.097526808682	45.42	221.999525959253	45.42	240.616081869513	45.42	233.517052219454	45.42	156.645415583155	45.42	151.736046806002	45.42	152.715318859303
45.58	132.29293610262	45.58	206.102064031181	45.58	167.144561295677	45.58	152.627893039672	45.58	146.530634856734	45.58	134.062914878572	45.58	221.270916623199	45.58	240.28730171844	45.58	233.309878413433	45.58	156.039341771485	45.58	151.407863984499	45.58	152.474064082791
45.66	132.327796920052	45.66	205.771691001254	45.66	166.658733245038	45.66	152.645281967167	45.66	146.166429743636	45.66	133.66489427479	45.66	220.802527277519	45.66	240.045034800155	45.66	232.912753804007	45.66	155.866165973517	45.66	151.010606635169	45.66	151.836447951303
45.81	131.783126114566	45.81	205.546449406634	45.81	166.50976305276	45.81	152.324567275697	45.81	145.778137033539	45.81	133.850440830717	45.81	220.557914116181	45.81	239.936165175695	45.81	232.770705118922	45.81	155.736530744703	45.81	151.106548060682	45.81	151.81136345635
45.89	131.817981172734	45.89	205.042286999329	45.89	166.110746461102	45.89	152.098581743867	45.89	145.726111587362	45.89	133.539001512773	45.89	220.263047955357	45.89	239.105699037253	45.89	232.183776464495	45.89	155.684588247261	45.89	150.847499163346	45.89	151.794143299101
46	131.486866415005	46	205.111814628451	46	166.249536283396	46	151.907384911219	46	145.847498765192	46	133.314069429869	46	219.690668508934	46	238.915381461189	46	231.717687526252	46	155.269064857469	46	151.089278134193	46	151.518454885657
46.07	131.412873457116	46.07	204.834586276001	46.07	165.823124495224	46.07	151.656344638825	46.07	145.407306021726	46.07	133.361249597135	46.07	219.30754568672	46.07	238.512645376487	46.07	231.610360679548	46.07	155.018381587987	46.07	150.408188981259	46.07	151.286719784366
46.19	131.234382595594	46.19	204.505308557588	46.19	165.570275235152	46.19	151.47490853445	46.19	145.22728340151	46.19	132.82032777411	46.19	219.097921341219	46.19	238.265718833784	46.19	231.019886659138	46.19	154.69854180509	46.19	150.366084430637	46.19	150.762232820822
46.31	130.820451930377	46.31	204.400023290811	46.31	165.094606579559	46.31	151.465162801071	46.31	144.939204109246	46.31	132.79036629843	46.31	218.769944216703	46.31	237.82071839732	46.31	230.833674096796	46.31	154.637543917086	46.31	150.045597017587	46.31	150.942174483844
46.42	130.785602629569	46.42	204.504322388138	46.42	165.56294071013	46.42	151.100198895459	46.42	145.112588088948	46.42	132.842267041995	46.42	218.076259014839	46.42	237.959103793154	46.42	230.246842391272	46.42	154.620227082224	46.42	149.941994574536	46.42	150.528726758021
46.5	130.572371818209	46.5	204.209859837734	46.5	164.876571923181	46.5	150.64081940078	46.5	145.001936379036	46.5	132.543577815504	46.5	218.005565414718	46.5	237.418229612231	46.5	230.157040406174	46.5	154.075454302782	46.5	149.589227603014	46.5	150.245500223954
46.61	130.729159480151	46.61	204.401026685545	46.61	164.633778251631	46.61	151.075244279622	46.61	144.811267059241	46.61	132.578172596847	46.61	217.572085839106	46.61	237.05501757667	46.61	229.794640999705	46.61	153.642754187726	46.61	149.830910128662	46.61	149.901028410309
46.74	130.57651511822	46.74	204.226208048939	46.74	164.851772803339	46.74	150.49190360343	46.74	144.713819863941	46.74	132.357876689062	46.74	217.764091551147	46.74	236.973072600452	46.74	229.228499709767	46.74	153.650816070108	46.74	149.752073349282	46.74	149.822418844156
46.84	130.537528272859	46.84	204.348885749524	46.84	164.512381415856	46.84	150.397544785482	46.84	144.481903512999	46.84	132.076573143783	46.84	216.930523463156	46.84	236.605318587753	46.84	229.000818466754	46.84	153.158128732123	46.84	149.451113825919	46.84	149.435972389981
46.96	130.163529150343	46.96	203.916561013347	46.96	164.215346506814	46.96	150.278385755206	46.96	144.399546425496	46.96	131.998378567703	46.96	216.720228761852	46.96	236.094950105531	46.96	228.64918291229	46.96	153.263281044091	46.96	149.142904351675	46.96	149.145573537045
47.08	130.442177182024	47.08	203.968684732615	47.08	164.076648340338	47.08	150.261027760907	47.08	144.364896752064	47.08	131.739019959485	47.08	216.165568726278	47.08	236.008491709862	47.08	228.269644647273	47.08	153.211372849107	47.08	148.98757765771	47.08	149.214441835341
47.19	130.233193230612	47.19	203.708082715064	47.19	164.093989755846	47.19	150.087315187594	47.19	144.208923485245	47.19	131.739019959485	47.19	215.974896049653	47.19	235.973924930385	47.19	228.010882875536	47.19	152.848032063011	47.19	148.763233456329	47.19	149.076705238749
47.26	129.954545198931	47.26	203.586460703437	47.26	163.747244339656	47.26	150.122047754982	47.26	144.260914574185	47.26	131.704436601217	47.26	215.576225859689	47.26	235.801024717837	47.26	228.097142325712	47.26	152.709615735984	47.26	148.556131197709	47.26	148.766764738837
47.38	129.679891068112	47.38	203.706965228985	47.38	163.444824790813	47.38	149.973095474797	47.38	144.059425917232	47.38	131.553247308009	47.38	215.26510322572	47.38	235.701605203406	47.38	227.375621687939	47.38	152.440642504788	47.38	148.356263774607	47.38	148.515794662202
47.49	129.484329235905	47.49	203.395356978244	47.49	163.261817335781	47.49	149.618284608134	47.49	143.862360435757	47.49	131.220294453654	47.49	215.073556913054	47.49	235.057548830243	47.49	227.217322459981	47.49	152.380874886946	47.49	148.03839212995	47.49	148.164125681773
47.6	129.693313187317	47.6	203.464838691811	47.6	163.435181754481	47.6	149.618284608134	47.6	143.637087822074	47.6	131.116544378851	47.6	214.605554218642	47.6	234.815481901159	47.6	226.803283730651	47.6	152.000225842924	47.6	148.072909173053	47.6	148.146916896595
47.67	129.466913215838	47.67	203.551711557258	47.67	162.793715168623	47.67	149.392464894343	47.67	143.46380629733	47.67	131.064669341449	47.67	214.258875117617	47.67	234.590723230001	47.67	226.734282802027	47.67	151.498452151009	47.67	147.658721234604	47.67	148.06082323433
47.78	129.53259942344	47.78	203.361782307234	47.78	162.870840815985	47.78	149.055163570914	47.78	143.682681990756	47.78	131.164056141426	47.78	214.05020454586	47.78	234.344549787996	47.78	226.24839039881	47.78	151.265845647176	47.78	147.513557356013	47.78	147.778144336962
47.93	129.441588080851	47.93	203.310849880842	47.93	162.480009925959	47.93	149.03056294976	47.93	143.381795882689	47.93	130.813991452835	47.93	213.59901918835	47.93	234.496001799571	47.93	225.917884085202	47.93	151.223594195425	47.93	147.178676895489	47.93	147.443932860717
48.01	129.263561498341	48.01	203.242568292016	48.01	162.435865212485	48.01	149.092783736118	48.01	143.565980352855	48.01	130.412192940454	48.01	212.992053543401	48.01	233.766047616169	48.01	225.518503509252	48.01	150.731713896807	48.01	147.119890029652	48.01	147.213082992907
48.16	129.141717995707	48.16	203.346747552326	48.16	162.435865212485	48.16	148.710815209092	48.16	143.254221389363	48.16	130.533166487439	48.16	212.853440609967	48.16	233.817896972859	48.16	225.363319992025	48.16	150.506884215896	48.16	146.619657246091	48.16	147.127031951267
48.27	128.95023661468	48.27	203.746148333503	48.27	162.349234200412	48.27	148.606635948781	48.27	143.340819260268	48.27	130.308494227074	48.27	212.628229805628	48.27	233.437701498299	48.27	224.811536122282	48.27	150.005375497383	48.27	146.619657246091	48.27	146.645159374549
48.38	128.884475973938	48.38	203.606103552853	48.38	162.272031350037	48.38	148.787448938268	48.38	143.173916746678	48.38	130.347286799238	48.38	212.316758096583	48.38	233.026826819904	48.38	224.658941652796	48.38	150.185789553962	48.38	146.074529259412	48.38	146.600500100554
48.45	128.675552718852	48.45	203.553997038971	48.45	162.185386040058	48.45	148.440138472331	48.45	143.121959392665	48.45	130.018869916579	48.45	211.98752912131	48.45	232.819428310135	48.45	224.41750154649	48.45	149.978241884324	48.45	146.247057506711	48.45	146.239036020477
48.56	128.55368910671	48.56	203.571365876932	48.56	162.029397964786	48.56	148.787448938268	48.56	143.052666347328	48.56	129.897876403667	48.56	211.98752912131	48.56	232.871269650918	48.56	224.020852310888	48.56	149.545827427045	48.56	145.919253836843	48.56	145.998059967093
48.67	128.640732176337	48.67	203.901357224864	48.67	162.133378966088	48.67	148.283852077324	48.67	142.983373301991	48.67	130.088013802048	48.67	211.623645336708	48.67	232.128055748719	48.67	223.727686877029	48.67	149.320977212721	48.67	145.539708266103	48.67	145.550530643191
48.77	128.762604075138	48.77	203.745037683219	48.77	162.012062273463	48.77	148.144934520276	48.77	142.948718492663	48.77	129.932448346402	48.77	210.895894340824	48.77	232.145341720087	48.77	223.158575687403	48.77	149.04421936434	48.77	145.194668344823	48.77	145.516107860325
48.89	128.60210521976	48.89	203.694050418056	48.89	161.638770420262	48.89	148.328830111482	48.89	142.994411206063	48.89	129.945565300826	48.89	210.774462026055	48.89	232.297131645202	48.89	223.035534092452	48.89	148.777528379445	48.89	145.06720896222	48.89	145.044639827093
49	128.358401643908	49	203.902442079844	49	161.361511412227	49	148.259382794803	49	142.821215464252	49	129.824591753841	49	210.583883741845	49	231.795954338364	49	223.259684379428	49	148.276003090348	49	144.54972620093	49	144.769269865611
49.11	128.253965539549	49.11	203.79824624895	49.11	161.396177073524	49.11	147.998942929319	49.11	142.68265224257	49.11	129.790025516048	49.11	210.358672937506	49.11	231.277510483214	49.11	222.897600552954	49.11	147.964724673785	49.11	144.290993105577	49.11	144.597184352915
49.22	128.47646009412	49.22	204.320224567794	49.22	161.30024511935	49.22	148.23492158662	49.22	142.970818661729	49.22	129.664938233465	49.22	209.700368712859	49.22	231.481259349569	49.22	222.429812226087	49.22	147.801970534994	49.22	144.163703849128	49.22	144.487290524059
49.33	128.389437462915	49.33	204.025068323162	49.33	161.196281861698	49.33	148.148122621387	49.33	142.780338092291	49.33	129.647657966098	49.33	209.423205153137	49.33	231.222088474757	49.33	222.153974094351	49.33	147.801970534994	49.33	143.887766310293	49.33	144.005497451149
49.43	128.615688020124	49.43	204.372313887644	49.43	161.12697854588	49.43	147.887725725688	49.43	142.901548481611	49.43	129.526704378451	49.43	209.076771413296	49.43	230.634609087813	49.43	221.878135962615	49.43	147.093048808833	49.43	143.215144743098	49.43	143.730172922757
49.54	128.372032936673	49.54	204.54592838596	49.54	161.109665142813	49.54	147.991887797537	49.54	142.641797732055	49.54	129.302069186599	49.54	209.128744758197	49.54	230.669169622548	49.54	221.447139917268	49.54	147.041174871031	49.54	143.387616059776	49.54	143.437667534097
